,tweet,still_exists,in_english,sarcasm,additional_comments,antisemitism_rating,disagree_with,sentiment_rating,calling_out,is_about_the_holocaust,ihra_section
273,"Jews say NO to antisemitism, but we also MUST say no to racism and Islamophobia and xenophobia — and sometimes we have to say NO to those last three things extra loud within our community because some of our people do not see that the fights against all four are deeply connected. https://t.co/ilbi4lI2HJ",False,False,False,No comments.,3,False,3,False,False,13
274,“Putin may not be good for Russia but he’s definitely good for the Jews in Russia” https://t.co/5EnxpsJM6q,True,True,False,No comments.,1,False,3,False,False,13
275,"@LearsiReverof The threat to the Jews isn't nazis or jihadis but zionists like you who despise us and call us 'Batshit crazy.'  If you hate me so much, how much more so 6 million?  We are more useful to you as a statistic.  That's how the holocaust happened.  Now you know.",True,True,False,"Holocaust Trivialization, lacking of context to categorize",4,False,3,False,False,13
276,"Andrew Neil’s Spectator US is promoting a guy who wrote “10 Things I hate about Motherf*cking Jews”

Yet he spent hours lambasting the Labour Party for not dealing with anti-Semitism",True,True,False,No comments.,1,False,3,True,False,13
277,"""Free speech"" is when Jews say they will replace you.

""Hate speech"" is when you say they won't. https://t.co/LaEZwYpKzY",True,True,False,No comments.,5,False,2,False,False,2
278,"7 January 1943 | A transport of 2,000 Jews deported by the Germans from the ghetto in Augustów arrived at #Auschwitz. SS doctors sent 296 men &amp; 125 women to the camp. 1,489 people were murdered immediately in gas chambers.",True,True,False,No comments.,1,False,3,False,True,13
279,New York City’s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,True,True,True,Disinformation,1,False,3,True,False,13
280,"She's not holding all Jews collectively responsible for actions of #Israel but self appointed leaders &amp; supporters of the #apartheid regime &amp; illegal settlements. 
By the way thanks for accepting that Israeli actions against #Palestinians are despicable.",True,True,False,No comments.,5,False,3,False,False,7
281,Will DeBlasio be rounding up these Nurses too? Or is it only Jews? https://t.co/APLc3eYz9S,True,True,False,Disinformation,1,False,3,True,False,13
282,@ChaimDeutsch What possible explaination could those Hasidic Jews have for congregating in the thousands during this global pandemic crisis? They blatantly broke the law and put my life and my fellow New Yorker’s life in danger. I couldn’t be prouder of what mayor Deblasio did and said.,True,True,False,No comments.,2,False,3,False,False,13
283,"This is a special time for people of different faiths: Christians celebrate Easter. Jews are marking Passover. Muslims will soon begin the holy month of Ramadan.

I appeal to religious leaders of all faiths to join forces for peace &amp; focus on our common battle against #COVID19. https://t.co/aS3xc5ghAU",True,True,False,No comments.,1,False,3,False,False,13
284,"The East London Mosque blasts the Adhan, Islamic Call to Prayer

This Saudi funded jihad center preaches hate towards, Jews, Christians, Hindus, LGBT, women, the west, hosted terrorists such as Anwar Al Awlaki, produced ISIS fighters, etc.

The mosque has more than 7,000 devotees https://t.co/72rKDfJrj1",True,True,False,Confident is Islamophob.,1,False,3,False,False,13
285,"Adolf is remembered for his rabid antisemitic sentiment and brutal murder of 6 million Jews.
The truth is up until WW2, Europe had been brutally antisemitic and nobody really cared what he did with the Jews. As far back as 1219, through the edict of expulsion Edward 1 expelled..",True,True,False,No comments.,1,False,3,False,True,13
286,"NOTE, near NON jews DIED

they were NEEDED to spread own RUMOUR.",True,True,False,No comments.,5,False,3,False,False,2
287,"@GadSaad The hatred and suspicion of Jews is one of the most bizarre things about the world. 

I'm not even a Jew but I would gladly join the IDF to protect them.",True,True,False,No comments.,1,False,5,True,False,13
288,"Yob who shouted 'dirty Jews' and shoved baby's pram convicted of racist assault

Rancid thug Adam Cassidy, 20, was caught on film calling the Mendelsohn family “dirty Jews” 3 times and then kicking a hoarding towards them on a busy high street last year  https://t.co/LDefkVJaRg",True,True,False,No comments.,1,False,3,True,False,13
289,@Fionn_Grunspan @milkmedianewyor I’m not Jewish but my vote went to ensure that Jews were safe here. It was the only factor in my vote.,True,True,False,No comments.,1,False,4,True,False,13
290,"Today we remember Raoul Wallenberg, who saved the life of 100,000 Jews in Hungary in the midst of the Holocaust. He was detained on January 17, 1945 and was never seen again. In 1985, he was made the first Honourary Citizen of Canada. #WeRemember 

https://t.co/WQPhnzc1TS",True,True,False,No comments.,1,False,3,False,True,13
291,"i love how jews, persians, kurds and assyrians arent considered as middle eastern as other Arabs because we refused to submit to arabization... can’t make this up luv",False,False,False,No comments.,3,False,3,False,False,13
292,Is There a Crackdown Against China’s Kaifeng Jews? | Al Bawaba https://t.co/uGJ0LoLQlp,True,True,False,No comments.,1,False,3,False,False,13
293,"https://t.co/y7qmWcXV7O

Its from the ashes of 6million murdered in the #Holocaust that the Jews grew strong&amp;grow stronger day by day
NEVER AGAIN MEANS JUST THAT, WE WILL NEVER ALLOW IT TO HAPPEN EVER AGAIN
#NeverAgainIsNow #NeverForget 
@netanyahu @realDonaldTrump @BorisJohnson https://t.co/CAyym0BAYR",True,True,False,No comments.,1,False,5,False,False,13
294,"Some light in this dark time.

Thousands of Jews and thousands of allies are marching across the Brooklyn Bridge.

Chanting: “NO HATE, NO FEAR, OUR JEWISH FAMILIES ARE WELCOME HERE!”

#NoHateNoFear 

 https://t.co/hqF6choD4H",True,True,False,No comments.,1,False,4,True,False,13
295,"22 February 1944 | A transport of 650 Italian Jews left the Fossoli di Carpi camp towards #Auschwitz. Among them was Primo Levi, a chemist who was active in Italian resistance. He was arrested on 13 December 1943 https://t.co/Wq2BnNJelN",True,True,False,No comments.,1,False,3,False,True,13
296,"Today marks Holocaust Remembrance Day and 75 years since the liberation of Auschwitz. As we remember the six million Jews that were murdered in the Holocaust, let us recommit to the promise of ‘never again’ by working to eliminate anti-Semitism and bigotry wherever we see it.",True,True,False,No comments.,1,False,3,False,False,13
297,"Nazis are out here impersonating Jews again to stir up animosity between Jews and non-Jewish Black people. Don't fall for their shit. Check out @/MayaHee8 to see an example of what this looks like so you know what to look out for, then report the fuck out of them.",True,True,False,No comments.,1,False,3,True,False,13
298,Now is the moment to speak out and show your support for Palestinians and say: Not in my name: Jews &amp; allies reject apartheid. #NoApartheidPlan                        https://t.co/JV4UPg8TGD https://t.co/mjmOu8GTfk,True,True,False,No comments.,5,False,3,False,False,2
299,"CHRISTIANS: this verse in the old testament says X
JEWS: It doesn't say that
CHRISTIAN: maybe. Who knows?
JEWS: we do. That's not in the Hebrew
CHRISTIAN: no one knows what the original language means
JEWS: Yes we do. We can read it.
CHRISTIAN: It's lost forever",True,True,False,No comments.,1,False,3,False,False,13
300,"When Hitler killed millions of Jews، the family of the former king of Iran celebrated the killing of the Jews &amp; changed the name of my land from Persia to Iran! Just like the regime of Iran!
✔️But I promised my people to reinstate Persia &amp; The Cyrus Empire.
#HolocaustMemorialDay https://t.co/0kVCZDt2pS",True,True,False,No comments.,2,False,3,False,True,13
301,Just say Jews dude.,True,True,False,with context it's clear it's calling out antisemitims,1,False,3,True,False,13
302,"What happen when two indians and 2 Jews are kept in locked room without internet, mobile, food,water 

#IOKanOpenPrison https://t.co/govNevzXG9",False,False,False,No comments.,3,False,3,False,False,13
303,"This is ludicrous. We Jews do not control ""most governments."" We control all of them. You're never going to cast off Judaic domination if you can't even get your basic facts straight.",True,True,True,No comments.,1,False,3,True,False,13
304,"This antisemite attacked a Jewish women was arrested and released, she attacked Jews again was rearrested and released a second time!!!  All due to @BilldeBlasio policies!
@HikindDov
@dbongino @realDonaldTrump
https://t.co/pGyxAvzUFS",True,True,False,No comments.,1,False,3,False,False,13
305,"18 February 1943 | A transport of 1,108 Jews (515 men &amp; 594 women) deported by the Germans from #Westerbork camp in the occupied Netherlands. SS doctors sent 200 men &amp; 61 women to the camp. 847 people were murdered in gas chambers.",True,True,False,No comments.,1,False,3,False,False,13
306,"26 January 1943 | A transport of 2,300 Jews deported by the Germans from ghettos in Sokółka and Jasionówka arrived at #Auschwitz. SS doctors sent 161 men &amp; 32 women to the camp. 2,107 people were murdered in gas chambers.",True,True,False,No comments.,1,False,3,False,False,13
307,"""God sent a plague because  king David who conducted a census by seperating the Israeli people and Jews, so God punished them with a deadly plague and once David realise his mistake and begged for forgiveness, God stopped the plague"" for this wretched MCs everything is politics. https://t.co/kOqWzAyIdu",True,True,False,No comments.,1,False,3,False,False,13
308,"Rashida, I dare you to speak out against the persecution of Christians and Jews throughout much of the world.

Will you?

I think we all know the answer to that.",True,True,False,No comments.,1,False,3,False,False,13
309,Anti-Semite CNN contributor refers to Jewish Stephen Miller as “it.” This is the same way Hitler spoke about Jews. Ana Navarro is a literal Nazi.,True,True,False,No comments.,1,False,3,True,False,13
310,"""Deportations of Hungarian Jews to Auschwitz""

The lesson about the extermination of the Hungarian Jews in Auschwitz, but also about the history of the Jews in this country before the Second World War &amp; during the period before the deportations. 

https://t.co/ZBX9GkLEPX",True,True,False,No comments.,1,False,3,False,True,13
311,Jews paying respect to Hitler😂 https://t.co/8ZEDQPUkoY,True,True,False,No comments.,5,False,3,False,False,4
312,"Justice is served!

Hezbollah terrorists dressed up as Orthodox Jews in Beirut in a racist stunt aimed at inciting people against 🇮🇱&amp;🇺🇸 but got beaten up by people on the street who are anti-Semites themselves...😂

What goes around comes around... https://t.co/AjxA84oNRU",True,True,False,No comments.,1,False,3,False,False,13
313,Yair Netanyahu ran a poll &amp; now knows for sure that Al Jazeera hates Jews https://t.co/K8pKYrTH4Y,True,True,False,No comments.,1,False,3,False,False,13
314,"I am so proud to be President of the RNA.  Although we are 60, I am only the third. 1st helped Jews escape from Nazi Germany, 2nd, Diane Pearson was a wonderful writer and brilliant editor. Discovered Terry Pratchett and Kate Atkinson among others. I'm hanging in there!",True,True,False,No comments.,1,False,3,False,False,13
315,@polish_truth @West_USA Communism and NAZIsm was created by Jews.,True,True,False,No comments.,5,False,3,False,False,5
316,@antimagicfield non jews r like https://t.co/KZzVgKsrWj,True,True,False,No comments.,2,False,3,False,False,13
317,"The face of pure hatred. To see CWTDWYTK's Michael Hull blame government officials for not protecting Rockland Hasidic Jews is like an arsonist blaming firefighters or a rapist blaming police. Michael, you are a deranged anti-Semite.  https://t.co/hYruJJGPUv https://t.co/jIiL0tbPX6",True,True,False,No comments.,1,False,3,True,False,13
318,"If Arnab Goswami was there in 1940,

He would blame Jews for provoking Hitler to make concentration camps https://t.co/TTo1qJAqXX",True,True,False,comparison to events in contemporary India,1,False,3,False,False,13
319,"@ResistsSerena People at a KKK rally hate black people, Catholics, and Jews. At a Trump rally they hate everybody.",True,True,False,No comments.,2,False,3,False,False,13
320,"@Ilhan You of course realize that Passover is about Jews leaving our oppressors to return to our indigenous homeland, Israel. Right? You realize the holiday ends with declaring “next year in Jerusalem”, yes? I’m being facetious. You’re so clueless.",True,True,False,No comments.,1,False,3,False,False,13
321,Mike Pence didn’t wear a mask at the Mayo Clinic and Bill DeBlasio told Jews he might arrest them if they don’t shape up. Only one of these will get coverage. Y’all I might just actually be most angry at our crisis of information and accountability and how journalism has failed,True,True,False,No comments.,1,False,3,True,False,13
322,"30 March 1942 | 1st mass transport of Jews from occupied #France arrived at #Auschwitz from the #Compiègne camp with 1,112 people. Part of them were also interned in #Drancy. The transport did not undergo a selection process - all people were registered. 23 of them survived.",True,True,False,No comments.,1,False,3,False,True,13
323,"There seems to be some misunderstanding out there re the BoD.

Yes, it's an org that represents some UK Jews. 

But also yes, it's an org that is constitutionally committed to advancing Israel's security, welfare and standing.

As such, it plays a role within the UK Israel Lobby.",True,True,False,No comments.,2,False,3,False,False,13
324,"Today is #YomHaShoah, the date in the Jewish calendar for Jews around the world to mourn the loss of the six million Jewish people murdered during the Holocaust. Here is the full schedule of online content that will be streaming tonight and tomorrow from @yomhashoahuk",True,True,False,No comments.,1,False,3,False,True,13
325,"Great analogy, Linda. Yes, the Jews were totally trying to get into Nazi Germany rather than flee it. #ThesePeopleAreNuts https://t.co/cDEQkCWaVq",False,False,False,No comments.,3,False,3,False,False,13
326,"11 million people, including 6 million Jews, were murdered during the Holocaust. We must never forget, and we must always stand against anti-Semitism wherever it occurs. https://t.co/jn5Tqgf5mw",True,True,False,No comments.,1,False,3,True,False,13
327,Robby @DocMartinDub is using social media to promote antisemitism and incite hatred towards Jews. His previous account @takethepss is suspended for hateful conduct. Please report him to the police for hate speech and to @Twitter for evading suspension. TA cc @CST_UK @GnasherJew https://t.co/Cjyq4GCyaL,True,True,False,No comments.,5,False,3,False,False,3
328,"I just heard Trump doing the antisemitism thing against the US Democrats. Casually switching between 'Israel' and 'Jews', misquoting, misrepresenting, falsifying.
Witch hunters: you are indistinguishable from the racist liar in the Whitehouse. 
Nice company you're keeping.",True,True,False,No comments.,1,False,3,True,False,13
329,"For months the Jewish communities of NYC begged the city administration for increased NYPD presence, as Jews were getting smashed in the head with bricks. We were told the manpower was unavailable. Today that was shown to be a lie. https://t.co/NYQX9qYsKS",True,True,False,No comments.,1,False,3,False,False,13
330,Sometimes I wonder if these are real people or just anti non jews trying to make jews look dumb. https://t.co/FDUtGTjA6G,True,True,False,No comments.,1,False,3,False,False,13
331,"I've seen a huge increase in anti-Semitic hate mail under Trump; a lot of it involves some version of ""Jews will not replace us,"" ie the claim that there's a Jewish plot to replace whites with brown people 1/ https://t.co/VjRMZb9NfB",True,True,False,No comments.,1,False,3,True,False,13
332,"On International Holocaust Remembrance Day, we mourn the lives of 6 million Jews who were systematically murdered.

Today and every day, we must redouble our efforts to confront anti-Semitism and all forms of religious discrimination and say #NeverAgain.",True,True,False,No comments.,1,False,3,False,False,13
333,"#ANAMEDÖneriyor: “Travels in search of Turkey's Jews / text, Ayşe Gürsan-Salzmann ; photography Laurence Salzmann” https://t.co/AnqcuawudB",True,True,False,No comments.,1,False,3,False,False,13
334,"@SarafNoah @Zimmlaw175 @tarekwrites @ShowUrJewPride Who named the land Palestine after the Jews enemies the Philistines, in an effort to eradicate Judaism. We’re still here the Romans aren’t &amp; if the Palestinians don’t decide to live in ☮️ with 🇮🇱 they won’t be...",True,True,False,No comments.,1,False,3,False,False,13
335,"Hitler demonstrated how Jews used the big lie, to slander Ludendorff, to say they were a religious community and not a race, but now Jews say it was Hitler who was guilty of the big lie, which is itself the big lie, and is how it operates.",True,True,False,No comments.,5,False,3,False,False,3
336,Birthday message to Hitler.  You're dead and the Jews run the world.  HA HA! https://t.co/REpIu51wCu,True,True,True,No comments.,2,False,3,False,False,13
337,But like so are jews u kno,True,True,False,No comments.,2,False,3,False,False,13
338,@mikepfarmer @mishtal Pathetic intent not to acknowledge the connection between jews and Israel,True,True,False,No comments.,5,False,3,False,False,11
339,"26 February 1944 | A transport of 650 Jews arrived at #Auschwitz from Fossoli di Carpi. 526 people were murdered in gas chambers. 29 women &amp; 95 men were registered in the camp. Among them was Primo Levi - he received number 174517. In September 1947 he wrote ""If This is a Man"". https://t.co/uytLoCGtCv",True,True,False,No comments.,1,False,3,False,True,13
340,"President Donald J Trump stands up for the Unborn. 
President Donald J Trump 
stands up for Christians and Jews. 
President Donald J Trump publicly gives thanks and honor to God.
I am so grateful for our President.
The hand of God is upon President Trump.
God bless our President.",True,True,False,No comments.,1,False,3,False,False,13
341,19 April 1943 | Groups of Jews in the Warsaw Ghetto began the uprising against Germans. It lasted 27 days. Today we remember the heroism and sacrifice of people who chose to resist against impossible odd to die in dignity &amp; save the human spirit. https://t.co/Gw1xuO93HF https://t.co/PHZWfG0vEX,True,True,False,No comments.,1,False,3,False,True,13
342,@RandyT850 @BernieSanders Why do you hate Jews so much?,True,True,False,No comments.,2,False,3,False,False,13
343,"Finally she is actually labeled Polish after years of being claimed by the Jews. She represents the ethnic Poles who also perished in extermination camps. Article only mentions Jewish deaths. Again, the “others” are neglected to be honored.",True,True,False,No comments.,1,False,3,False,True,13
344,"I will never understand the appeal, for Jews, to live in Poland... Ugh https://t.co/6a6Bdtc4YY",True,True,False,No comments.,1,False,3,False,False,13
345,"Is it ok for Blacks, Mexicans, Muslims &amp; Jews to do this?

— or is it only cool for insecure white power pussies who are so afraid of women that they simply can't get any sex with another human?

— this isn't responsible gun ownership

— it's legalized bullying &amp; terrorist threat",True,True,False,No comments.,1,False,3,False,False,13
346,"Once and for all, as I’ve stated over and over again: Ashkenazi Jews are just as indigenous to Israel as any Jew. Recognizing Black Jews, Jews of Color, Mizrahi Jews does not negates any Jew’s connection to Israel. But y’all have to stop obsessing over how other Jews identify.",True,True,False,No comments.,1,False,3,False,False,13
347,Absolute blood libel against Jews...,True,True,False,No comments.,1,False,3,True,False,13
348,So if an antifa member was sent to jail for threatening to kill Jews doesn't that make him or maybe them neo-nazis? I realize that this is a very difficult question for the mainstream media.,True,True,False,No comments.,5,False,2,False,False,4
349,"The Nazis murdered millions of Jews because they were ""unwanted.""

We murder millions of unborn babies because they are ""unwanted.""

People are valuable not because they are ""wanted"" but because they are people.

#prolife #AbortionIsMurder",True,True,False,Holocaust Relativization,2,False,3,False,False,13
350,"Public school curriculum in the US:

Black people slaves
Brave women get vote
Jews holocausted
Mustache man bad
Black people get racism
Here is a disabled person
Black people poor
Gay people good
How to do drugs
AIDS, not just for gay people
Remember, jews holocausted",True,True,False,No comments.,4,False,3,False,False,2
351,New York City’s mayor just ordered police to start rounding up Jews. https://t.co/87IeFFk2yc,True,True,False,No comments.,1,False,3,False,False,13
352,Jews living or visiting #Europe feel the need to hide their Judaism due to the rise of #antisemitic violence there.  The violence is largely fueled by the left and #openborders. https://t.co/HEywZHqp1Z,True,True,False,No comments.,1,False,4,True,False,13
353,‘The Mexicans are the new Jews’ — Music legend Linda Ronstadt isn’t afraid of comparing Trump to Hitler https://t.co/QSDjd1qf4n,True,True,False,Holocaust Relativization.,2,False,3,False,False,13
354,"The Untold Story of The Corfu Jews

https://t.co/vZKcS17mi8",True,True,False,No comments.,1,False,3,False,True,13
355,"De Blasio breaks up a rabbi’s crowded funeral, gets slammed by critics for singling out Jews https://t.co/aJ65GtxG8R",True,True,False,No comments.,1,False,3,True,False,13
356,"Days After Pledging To Give Muslims Free Meals, Leftist Mayor Bill De Blasio Threatens To Round Up Jews.  His Real Last Name is actually. “WILHELM.” Interesting. https://t.co/4mECxqKrFz",True,True,False,No comments.,1,False,3,True,False,13
357,"Thinking about how, throughout history, Jews faced enormous  pressure to become Christians/Muslims, and now face the same pressure to become anti-Zionists. Moral of the story? There is yet to be a point in history where a Jew is not maligned for holding beliefs held by most Jews",True,True,False,No comments.,1,False,3,False,False,13
358,Look at what the infidels and Jews have made: A machine that produces 2 million masks a day. I wish we can become like these infidels one day and start thinking with our brains instead of sitting on them. https://t.co/DeDzEF0CY8,False,False,False,No comments.,3,False,3,False,False,13
359,"In 1941 Jews in the occupied Netherlands were still allowed to use sport facilities. A year later, in July 1942, deportations to extermination camps began. https://t.co/Ebl8LkpUUa",True,True,False,No comments.,1,False,3,False,True,13
360,@H8gmbHcB5okRcqv @068nlMWpSTUzwGM @IsraelArabic There are many kinds of Jews as there are many types of Muslims. The Quran is not as holy as you think. Read the last sentence. https://t.co/JyF9R7hnoq,False,True,False,account suspended,3,False,3,False,False,13
361,"The Left 2003: ""NO WAR FOR OIL!""

( Fracking makes U.S. energy independent )

The Left 2020: ""NO WAR FOR JEWS!""",True,True,False,No comments.,2,False,3,False,False,13
362,"Tonight at sundown, #YomHaShoah begins.

Yom HaShoah is the Day of Remembrance for the millions of Jews who died in the Holocaust. 

As a child in France, my father survived the Holocaust. Millions of Jews - including many members of my family - did not.",True,True,False,No comments.,1,False,3,False,True,13
363,Dr. Joseph Mengele already tested this course of treatment on Jews during the Holocaust.   He killed them. Don’t listen to Trump.  He is mentally ill.,True,True,False,Holocaust Trivialization,1,False,3,False,False,13
364,"In  one night, Bernie praised Fidel Castro and slandered American Jews. 

I will never support a man who stands with violent dictators; with anti-Semites or racists. And that holds true whether their name is Donald or Bernie.

#IAmTheDemocraticEstablishment https://t.co/REzYCUEGsr",True,True,False,No comments.,1,False,3,False,False,13
365,"This is a special time for people of different faiths: Christians celebrate Easter. Jews are marking Passover. Muslims will soon begin the holy month of Ramadan.

I appeal to religious leaders of all faiths to join forces for peace &amp; focus on our common battle against #COVID19. https://t.co/aS3xc5ghAU",False,False,False,No comments.,3,False,3,False,False,13
366,"Reducing Jews to their connection to Israel is common for SJP, but to compare support for Israel to Nazism is despicable and #antiSemitic.
Powerful though, to see this student leader stand up and deliver this message in the face of such hostility. https://t.co/SnjPowjG7D",False,False,False,No comments.,3,False,3,False,False,13
367,"Are Jews white? Sometimes. But if you don't think white privilege is operating here, imagine if Malia Obama had converted to Islam and married a devout Palestinian Muslim, who Barack Obama then put in charge of the Israeli-Palestinian conflict. You can't even imagine it, can you? https://t.co/BXnrsoyOyB",True,True,True,No comments.,2,False,2,True,False,13
368,"@laurenbpoe @realDonaldTrump Now, are for an ANTIFA supporter just because it was started by ""Jews?",True,True,False,No comments.,2,False,2,True,False,13
369,Did eight years of the Obama/Jarrett jihad against @Israel make this violence against Jews easier to accept? Or is it our non-existent immigration structure? Or both?  https://t.co/hGCAQSMdPx,True,True,False,No comments.,4,False,2,True,False,13
370,"@PaulBrandITV 2.8 million Muslims in the UK\n0.26 million Jews in the UK\n\nChief Rabbi seemed to forget that institutional Islamophobia, anti-semitism and racism are rife in the ranks of tory party membership, who won't even allow investigations, whilst the Labour is smeared for isolated cases.",True,True,False,No comments.,2,False,3,True,False,13
371,"A List Of One Hundred Forty Three (143) Islamist Terrorist Organizations That Want Christians And Jews Dead. Buddhist, Hindu and secular also targets.\n\nRemember: That's only those that have named themselves and advertise. There are many mosques. https://t.co/8CaFTEydNm",True,True,False,No comments.,2,False,2,True,False,13
372,12 October 1944 | In a transport of Jews deported to #Auschwitz from #Theresienstadt ghetto was a Duch born Klara Borstel-Engelsman. She was murdered immediately in a gas chamber. She is the oldest #Holocaust victim from the Netherlands - she was 102 years old. https://t.co/6LuwEntc6s,True,True,False,No comments.,1,False,3,True,True,13
373,"#Passover Preparation in #Venezuela Includes Praying for #Electricity\n\nFor the Jews of Venezuela, a difficult situation gets even harder\nhttps://t.co/sD8lKGdT6t",True,True,False,No comments.,1,False,3,False,False,13
374,This perfectly captures the generational and moral divide among American Jews. Establishment Jewish leaders were offended that @AOC applied the language of Never Again to Trump's barbarism. Young Jewish activists are invoking Never Again to fight it https://t.co/UQOxeMPqex,True,True,False,No comments.,2,False,2,False,False,13
375,Jewish leaders outraged by Trump saying Jews disloyal if they vote for Democrats - CNN Politics https://t.co/oKdUp6LDgM,True,True,False,No comments.,2,False,3,False,False,13
376,@allanholloway @SereneJones Pilate asked Him if he was the KING of the Jews. That he was a Jew is undeniable.,True,True,True,No comments.,2,False,3,False,False,13
377,@realDonaldTrump @OANN @foxandfriends Trump’s claim that Democrats are an ‘Anti-Jewish Party’ is absurd:\n\nThere are 27 Jews currently serving in the U.S. House. Twenty-five of them are Democrats; 2 are Republicans.\n\nThere is no Jexodus movement.,True,True,False,No comments.,2,False,2,False,False,13
378,"Anti-Semitic trope from Trump questioning the loyalty of American Jews AS IF this serial adulterer knows anything about loyalty!! My family members are proud Jews, proud Americans, proud Democrats - and embarrassed by the Oaf in the Oval Office. \n https://t.co/YPSLWb676C",True,True,False,No comments.,2,False,4,True,False,13
379,NYC: hundreds of Jews protest against Ilhan Omar at Times Square https://t.co/sHIRnZPFBv,True,True,False,No comments.,2,False,3,True,False,13
380,"Paul Nehlen is a white supremacist, hates Blacks, Jews, &amp; non whites, wore a tshirt with face of #TreeOfLifeSynagogue murderer &amp; says he’s a hero. He wants a race war. Nazis say he’s extreme.\n\n@IngrahamAngle &amp; @FoxNews defend him as a “conservative voice.”\nhttps://t.co/zjV5HfBTiZ",True,True,False,No comments.,4,False,2,True,False,13
381,The President of the United States just called 80% of American Jews traitors. Think about that.,True,True,False,No comments.,2,False,2,False,False,13
382,"@washingtonpost Trump's Nazi supporter arrested by the FBI for plotting to \exterminate\ Jews, Hispanics, and blacks.\n\nYes, Trump supporters are Domestic Terrorists",True,True,False,No comments.,4,False,2,True,False,13
383,"@Nicci18960565 @DrDavidDuke People who annoy you( after the kikes, of course...) https://t.co/OOuqKdM836",True,True,False,No comments.,3,False,1,False,False,0
384,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Los Kikes seems to be some sort of an organization that has no relation to Jews,1,False,3,False,False,13
385,"Este hombre siempre en mi equipo. Menos Kikes y más Manus

@ManuHY1 https://t.co/XKOrbhWErP",True,False,False,"This post is about soccer, maybe a soccer player, and is not relate to Jews",1,False,3,False,False,13
386,Artist chaye @Faki_Sidd ko Follow kro\n\nAchi tweets chaye @Faki_Sidd ko Follow kro\n\nRt..Replies..Kikes chahye tb b @Faki_Sidd ko Follow kro\n\nTwitter py Notification zyada chaye tb @Faki_Sidd ko Follow kro\n\nNeki kmana chaty ho @Faki_Sidd\nKo Follow kro\nFb k lie dn ka reply zroori ha,True,False,False,This post is not in English so the meaning is hard to tell. Does not seem related to Jews,2,False,3,False,False,13
387,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Reposted tweet,1,False,3,False,False,13
388,"Wyciekło nagranie, na którym Richard Spencer krzyczy o \fucking kikes and octoroons\ (pierwsze to obelga wobec Żydów, drugie wobec potomków czarnoskórych niewolników) i krzyczy, że \jego przodkowie zniewolili te gówna\. \n\nCóż za zaskoczenie, że faszol okazał się faszolem.",True,False,False,"This is not in English. According to Google translate, the post is calling out Richard Spencer for racist remarks",1,False,3,True,False,13
389,"Salam alaikoum youma gadi nhadlou djazj mhammar m3a mrak ou apres gadi hadlou kikes dyal sfouf ,yallah bismillah louwel gadi nsiyeb wahed charmilla wahra fok djazja oun siybou fel faran https://t.co/7tf2637XeH",True,False,False,Not in English. Seems like it is not related to Jews,2,False,3,False,False,13
390,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Calling out a white supremacist.,1,False,3,True,False,13
391,KIKES Long Sauna Pants Neoprene Legging -ORDERS 167 https://t.co/M4wzIJyPxg,True,False,False,"Not in English, account seems to be selling products with brand name KIKES",2,False,3,False,False,13
392,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Not in English and a reposted tweet,1,False,3,False,False,13
393,@Laconic_donnish Kikes: https://t.co/jK4NPkqMAC,True,True,False,Offensive language + Nazi imagery,5,False,1,False,False,0
394,"Richard Spencer is a fucking Nazi.\nDon't believe it?\nListen to this.\n\n\Little fucking kikes, they get ruled by people like me. Little fucking octaroons. My ancestors enslaved those pieces of fucking shit.\ via @Avi_Bueno\n#mondaymorning @mondaymotivation \nhttps://t.co/zGMD8inyyJ",True,True,False,Reposted tweet,1,False,3,True,False,13
395,"@Sebasti32122127 @StopJewishHate gotta send all the crypto kikes and christian-zionists also, yes then nuke it.",True,True,False,No comments.,5,False,1,False,False,1
396,"Dorian Andrea Santos Reyes, aspirante a la Asamblea de Caquetá, es señalada de formar parte de ‘Los Kikes’, organización dedicada al homicidio y los hurtos. \nhttps://t.co/TdMMoZSDrm",True,False,False,Reposted tweet,1,False,3,False,False,13
397,@c0dy_bellinger2 @DodgersNation Agreed ! Kikes fault,True,True,False,Kike or Kiké is a nickname for a Dodgers Baseball Player named Enrique Hernandez,1,False,3,False,False,13
